Id,Name,Position,Team,Salary,Projected,Scored,Override
118388,Russell Westbrook,PG,OKC,11500,65.85,61.5,0
118389,Giannis Antetokounmpo,PG,MIL,8800,43.71,53.75,0
118390,Eric Bledsoe,PG,PHO,7900,19.73,32.0,0
118391,Kyle Lowry,PG,TOR,7800,34.87,29.75,0
118392,Kemba Walker,PG,CHA,7700,33.47,36.0,0
118393,Isaiah Thomas,PG,BOS,7500,40.17,49.5,0
118394,D'Angelo Russell,PG,LAL,7300,29.12,28.25,0
118395,Goran Dragic,PG,MIA,7000,32.53,31.0,0
118396,Mike Conley,PG,MEM,6800,30.59,34.25,0
118397,Jrue Holiday,PG,NO,6500,0.0,0.0,0
118398,Ricky Rubio,PG,MIN,6400,33.26,20.0,0
118399,Reggie Jackson,PG,DET,6400,0.0,0.0,0
118400,Emmanuel Mudiay,PG,DEN,6200,33.93,23.25,0
118401,Jeremy Lin,PG,BKN,6000,24.785,28.25,0
118402,Jeff Teague,PG,IND,6000,28.76,39.0,0
118403,Darren Collison,PG,SAC,5800,3.81,0.0,0
118404,Elfrid Payton,PG,ORL,5600,21.6,30.5,0
118405,Ty Lawson,PG,SAC,5500,30.97,32.5,0
118406,Deron Williams,PG,DAL,5400,32.63,40.75,0
118407,Tim Frazier,PG,NO,4800,43.0625,43.25,0
118408,Ish Smith,PG,DET,4700,34.165,19.75,0
118409,Jerryd Bayless,PG,PHI,4500,0.1,0.0,0
118410,Patrick Beverley,PG,HOU,4400,0.1,0.0,0
118411,Kris Dunn,PG,MIN,3800,0.1,16.0,0
118412,T.J. McConnell,PG,PHI,3800,14.895,16.5,0
118413,Greivis Vasquez,PG,BKN,3500,8.8125,6.5,0
118414,Cory Joseph,PG,TOR,3500,15.385,15.5,0
118415,Ramon Sessions,PG,CHA,3400,8.5575,3.5,0
118416,Cameron Payne,PG,OKC,3300,0.1,0.0,0
118417,Beno Udrih,PG,DET,3300,7.74,9.25,0
118418,Terry Rozier,PG,BOS,3200,8.0325,17.25,0
118419,Sergio Rodriguez,PG,PHI,3200,0.1,31.5,0
118420,Jason Terry,PG,MIL,3100,12.37,9.0,0
118421,Langston Galloway,PG,NO,3100,24.795,11.0,0
118422,Demetrius Jackson,PG,BOS,3000,3.1125,0.0,0
118423,Isaiah Whitehead,PG,BKN,3000,0.1,2.75,0
118424,Brian Roberts,PG,CHA,3000,0.1,0.0,0
118425,Aaron Harrison,PG,CHA,3000,3.5075,0.0,0
118426,John Lucas III,PG,MIN,3000,0.1,0.0,0
118427,Andrew Harrison,PG,MEM,3000,5.395,14.25,0
118428,Tyus Jones,PG,MIN,3000,5.29,0.0,0
118429,Wade Baldwin IV,PG,MEM,3000,4.915,34.25,0
118430,C.J. Watson,PG,ORL,3000,9.225,0.0,0
118431,D.J. Augustin,PG,ORL,3000,10.685,9.25,0
118432,Semaj Christon,PG,OKC,3000,0.1,11.25,0
118433,Fred VanVleet,PG,TOR,3000,1.025,0.0,0
118434,Delon Wright,PG,TOR,3000,0.1,0.0,0
118435,Jameer Nelson,PG,DEN,3000,5.76,16.5,0
118436,Malik Beasley,PG,DEN,3000,0.1,0.0,0
118437,Tyler Ulis,PG,PHO,3000,0.1,8.25,0
118438,Devin Harris,PG,DAL,3000,2.25,0.0,0
118439,Aaron Brooks,PG,IND,3000,2.695,0.0,0
118440,Bobby Brown,PG,HOU,3000,0.1,0.0,0
118441,Jose Calderon,PG,LAL,3000,0.1,0.0,0
118442,Marcelo Huertas,PG,LAL,3000,8.045,6.5,0
118443,Tyler Ennis,PG,HOU,3000,5.715,8.0,0
118444,James Harden,PG/SG,HOU,10900,55.85,70.0,0
118445,Victor Oladipo,PG/SG,OKC,7100,40.32,18.25,0
118446,Brandon Knight,PG/SG,PHO,6100,28.43,14.75,0
118447,Jordan Clarkson,PG/SG,LAL,6100,16.41,35.25,0
118448,Marcus Smart,PG/SG,BOS,4900,6.5475,0.0,0
118449,Tyler Johnson,PG/SG,MIA,4200,12.96,30.5,0
118450,Matthew Dellavedova,PG/SG,MIL,4000,16.43,18.75,0
118451,Jamal Murray,PG/SG,DEN,3900,0.1,7.0,0
118452,J.J. Barea,PG/SG,DAL,3600,23.79,35.0,0
118453,Garrett Temple,PG/SG,SAC,3500,17.435,18.0,0
118454,Rodney Stuckey,PG/SG,IND,3300,9.035,12.75,0
